Путь 17.07.24_1_out.csv 17.07.24_2_in.csv 17.07.24_3_out.csv 17.07.24_4_in.csv 17.07.24_5_out.csv 17.07.24_6_in.csv 17.07.24_7_out.csv
195,000 0,58794499 0,71418873 0,43219724 0,66070213 0,26359578 0,40420685 0,37627619
196,000 0,45836243 0,90515525 0,51034479 0,56590738 0,29733643 0,40684875 0,24858462
197,000 0,44408919 0,65646078 0,4199633 0,63950724 0,2110398 0,37324968 0,46970067
198,000 0,45892277 0,68402945 0,3309613 0,60294732 0,33521447 0,37169876 0,36080065
199,000 0,37310836 0,59322917 0,37073279 0,5405429 0,17899017 0,30919159 0,23943149
200,000 0,42052269 0,51594157 0,3754757 0,56779582 0,28521203 0,3370709 0,35792081
201,000 0,49628349 0,65887481 0,40418313 0,74101326 0,28566626 0,42249637 0,43226764
202,000 0,58994322 0,79068868 0,46527043 0,69649527 0,3016171 0,4321819 0,33201308
203,000 0,41795338 0,69635243 0,42292272 0,86091996 0,38863522 0,32442 0,28060065
204,000 0,54745929 0,70122126 0,42354044 0,70659439 0,36091466 0,4160417 -0,07827345
205,000 0,41967389 0,6609907 0,45631043 0,72132646 0,37988499 0,38302142 0,4128964
206,000 0,54548162 0,66200625 0,40800694 0,71931868 0,3956347 0,35394585 0,42671558
207,000 0,45628659 0,76299937 0,44985403 0,62699219 0,34152879 0,16284218 0,30256986
208,000 0,52460066 0,6843672 0,5329015 0,65773838 0,26947978 0,02714225 0,37162268
209,000 0,59661432 0,79480296 0,4923413 0,67738623 0,27192737 0,43273128 0,42094576
210,000 0,49439311 0,89556924 0,44663479 0,5917066 0,32049332 0,41943806 0,39100525
211,000 -0,02917319 0,97225036 0,33511272 0,57573062 0,28942996 0,32591338 0,1910792
212,000 0,61343923 1,01474491 0,46725472 0,85688956 0,36882668 0,69483181 0,63815719
213,000 0,65593219 1,0206245 0,60770467 0,90295526 0,75170554 0,74467828 0,47676856
214,000 0,19638028 0,41260635 0,02863865 0,45991948 0,4987771 0,35763658 0,18590907
215,000 0,51579595 0,66424085 0,13403735 0,57027035 0,26780204 0,32780808 0,24834753
216,000 0,24451017 0,42755018 0,30386553 0,60935813 0,12790838 0,26038642 0,25878121
